,Unnamed: 0,Facies,Formation,Well Name,Depth,GR,DeltaPHI,PHIND,ILD,PE,NM_M,RELPOS
1668,1668,2,B3 SH,CROSS H CATTLE,2719.0,99.065,-8.9,27.15,6.911640996614551,2.627,1,0.1
1669,1669,3,B3 SH,CROSS H CATTLE,2719.5,100.457,-6.4,29.0,7.745088988085534,2.722,1,0.08
1670,1670,3,B3 SH,CROSS H CATTLE,2720.0,93.08,-6.3,29.65,8.555624983522902,2.857,1,0.06
1671,1671,2,B4 SH,CROSS H CATTLE,2720.5,84.469,-2.8,26.3,9.174840985936271,3.057,1,0.04
1672,1672,2,B4 SH,CROSS H CATTLE,2721.0,78.955,5.8,21.0,9.320808987180268,3.365,1,0.02
1673,1673,2,B4 SH,CROSS H CATTLE,2721.5,74.66,9.0,17.7,8.898288985163346,3.515,1,1.0
1674,1674,2,B4 SH,CROSS H CATTLE,2721.5,74.66,9.0,17.7,8.898288985163346,3.515,2,1.0
1675,1675,2,B4 SH,CROSS H CATTLE,2722.0,72.493,11.2,14.1,8.065599998252859,3.513,1,0.982
1676,1676,2,B4 SH,CROSS H CATTLE,2722.5,71.798,9.8,13.1,6.974880993353498,3.388,1,0.964
1677,1677,2,B4 SH,CROSS H CATTLE,2723.0,68.403,7.5,12.85,5.934096001070207,3.256,1,0.946
1678,1678,2,B4 SH,CROSS H CATTLE,2723.5,65.671,7.0,12.5,5.022081010752893,3.145,1,0.929
1679,1679,1,B4 SH,CROSS H CATTLE,2724.0,61.233,7.0,12.4,4.318083995602149,3.013,1,0.911
1680,1680,1,B4 SH,CROSS H CATTLE,2724.5,56.06100000000001,4.9,14.35,3.744224993880013,2.841,1,0.893
1681,1681,1,B4 SH,CROSS H CATTLE,2725.0,55.56800000000001,4.7,16.15,3.312400000227671,2.776,1,0.875
1682,1682,1,B4 SH,CROSS H CATTLE,2725.5,51.105,4.3,17.75,2.9756249943913526,2.718,1,0.857
1683,1683,1,B4 SH,CROSS H CATTLE,2726.0,48.131,2.9,17.65,2.748963997287654,2.705,1,0.8390000000000001
1684,1684,1,B4 SH,CROSS H CATTLE,2726.5,52.326,1.1,16.95,2.588880998819347,2.708,1,0.821
1685,1685,1,B4 SH,CROSS H CATTLE,2727.0,53.823,0.6,16.2,2.483775998243817,2.762,1,0.804
1686,1686,1,B4 SH,CROSS H CATTLE,2727.5,56.018,1.1,15.75,2.411809003014844,2.8310000000000004,1,0.7859999999999999
1687,1687,1,B4 SH,CROSS H CATTLE,2728.0,56.541,1.0,15.6,2.328676004087308,2.885,1,0.768
1688,1688,1,B4 SH,CROSS H CATTLE,2728.5,54.188,1.1,15.75,2.220099995784936,2.9530000000000003,1,0.75
1689,1689,1,B4 SH,CROSS H CATTLE,2729.0,54.345,1.4,16.2,2.090916000399489,2.975,1,0.732
1690,1690,1,B4 SH,CROSS H CATTLE,2729.5,54.682,2.1,16.85,1.9544039963128874,2.965,1,0.7140000000000001
1691,1691,1,B4 SH,CROSS H CATTLE,2730.0,58.663,2.6,17.6,1.8387360039709706,2.954,1,0.696
1692,1692,1,B4 SH,CROSS H CATTLE,2730.5,64.45,3.7,18.15,1.779556003437622,2.967,1,0.679
1693,1693,1,B4 SH,CROSS H CATTLE,2731.0,63.074,4.5,18.25,1.779556003437622,2.9160000000000004,1,0.6609999999999999
1694,1694,1,B4 SH,CROSS H CATTLE,2731.5,62.46100000000001,4.4,18.2,1.8741609988435555,2.883,1,0.643
1695,1695,1,B4 SH,CROSS H CATTLE,2732.0,61.969,4.2,17.8,2.0649689987235766,2.863,1,0.625
1696,1696,1,B4 SH,CROSS H CATTLE,2732.5,62.43600000000001,3.7,17.25,2.3531560041942066,2.887,1,0.607
1697,1697,1,B4 SH,CROSS H CATTLE,2733.0,74.047,3.9,16.55,2.739024998590579,2.893,1,0.589
1698,1698,1,B4 SH,CROSS H CATTLE,2733.5,84.98,4.7,15.75,3.1755240043746293,2.885,1,0.5710000000000001
1699,1699,2,B4 SH,CROSS H CATTLE,2734.0,95.575,5.5,15.35,3.6062010043673944,2.879,1,0.5539999999999999
1700,1700,2,B4 SH,CROSS H CATTLE,2734.5,96.582,6.5,15.05,3.8769609975340282,2.872,1,0.536
1701,1701,1,B4 SH,CROSS H CATTLE,2735.0,89.20100000000002,6.9,15.35,3.9045759954757533,2.841,1,0.518
1702,1702,1,B4 SH,CROSS H CATTLE,2735.5,77.631,6.3,15.15,3.7094760036127363,2.845,1,0.5
1703,1703,1,B4 SH,CROSS H CATTLE,2736.0,67.782,4.6,15.0,3.4299039945361622,2.837,1,0.482
1704,1704,1,B4 SH,CROSS H CATTLE,2736.5,60.967,3.6,15.2,3.189796006573169,2.82,1,0.464
1705,1705,1,B4 SH,CROSS H CATTLE,2737.0,58.64100000000001,3.7,15.85,3.0102249982409406,2.814,1,0.446
1706,1706,1,B4 SH,CROSS H CATTLE,2737.5,56.283,3.2,16.6,2.87980899578698,2.835,1,0.429
1707,1707,1,B4 SH,CROSS H CATTLE,2738.0,52.97,2.5,16.65,2.7622439942999972,2.8680000000000003,1,0.411
1708,1708,1,B4 SH,CROSS H CATTLE,2738.5,53.057,2.2,15.4,2.656899995057384,2.9330000000000003,1,0.393
1709,1709,1,B4 SH,CROSS H CATTLE,2739.0,52.37300000000001,2.2,14.0,2.595320994989551,2.968,1,0.375
1710,1710,1,B4 SH,CROSS H CATTLE,2739.5,53.622,3.2,13.2,2.592099999619809,3.018,1,0.35700000000000004
1711,1711,1,B4 SH,CROSS H CATTLE,2740.0,56.168,5.0,13.1,2.62764100183308,3.02,1,0.339
1712,1712,1,B4 SH,CROSS H CATTLE,2740.5,58.593,5.6,14.2,2.6373760011519276,2.992,1,0.321
1713,1713,1,B4 SH,CROSS H CATTLE,2741.0,59.201,6.0,15.8,2.588880998819347,2.927,1,0.304
1714,1714,1,B4 SH,CROSS H CATTLE,2741.5,63.468,5.8,17.2,2.449225001325663,2.877,1,0.28600000000000003
1715,1715,1,B4 SH,CROSS H CATTLE,2742.0,64.17399999999999,5.8,18.0,2.2770810023532415,2.869,1,0.268
1716,1716,1,B4 SH,CROSS H CATTLE,2742.5,65.156,5.8,18.1,2.1403689987648407,2.889,1,0.25
1717,1717,1,B4 SH,CROSS H CATTLE,2743.0,68.686,5.7,17.75,2.0620960008899787,2.919,1,0.232
1718,1718,1,B4 SH,CROSS H CATTLE,2743.5,69.944,5.7,17.05,2.088024999109906,2.919,1,0.214
1719,1719,1,B4 SH,CROSS H CATTLE,2744.0,69.911,5.2,16.3,2.2022560005779965,2.908,1,0.196
1720,1720,1,B4 SH,CROSS H CATTLE,2744.5,75.08800000000002,4.8,16.4,2.4180249959594446,2.8760000000000003,1,0.179
1721,1721,1,B4 SH,CROSS H CATTLE,2745.0,79.094,4.9,16.25,2.7589209942648982,2.888,1,0.161
1722,1722,1,B4 SH,CROSS H CATTLE,2745.5,76.407,4.9,15.75,3.1683999954929196,2.879,1,0.14300000000000002
1723,1723,1,B4 SH,CROSS H CATTLE,2746.0,76.877,4.9,15.25,3.678724002801308,2.873,1,0.125
1724,1724,1,B4 SH,CROSS H CATTLE,2746.5,79.285,5.1,14.75,4.2312490059484915,2.849,1,0.107
1725,1725,1,B4 SH,CROSS H CATTLE,2747.0,84.41,5.7,15.15,4.90179601032282,2.854,1,0.08900000000000001
1726,1726,2,B4 SH,CROSS H CATTLE,2747.5,90.404,-3.7,21.05,5.716880996951972,2.5810000000000004,1,0.071
1727,1727,2,B4 SH,CROSS H CATTLE,2748.0,94.686,-12.8,28.0,6.6254760131697195,2.442,1,0.054000000000000006
1728,1728,2,B4 SH,CROSS H CATTLE,2748.5,94.686,-12.8,28.0,6.6254760131697195,2.442,1,0.054000000000000006
1729,1729,3,B4 SH,CROSS H CATTLE,2749.0,93.268,-12.6,29.9,7.645225012649478,2.512,1,0.036000000000000004
1730,1730,3,B4 SH,CROSS H CATTLE,2749.5,83.245,-14.3,30.15,8.803088987155324,2.609,1,0.018000000000000002
1731,1731,5,B4 LM,CROSS H CATTLE,2750.0,66.187,-12.8,28.0,10.491120999508322,2.7880000000000003,2,1.0
1732,1732,5,B4 LM,CROSS H CATTLE,2750.5,51.12,2.0,20.0,13.126128997912316,3.32,2,0.9
1733,1733,8,B4 LM,CROSS H CATTLE,2751.0,37.073,4.4,16.5,16.679055968133678,3.715,2,0.8
1734,1734,8,B4 LM,CROSS H CATTLE,2751.5,26.393,6.0,10.4,20.684303998504774,3.97,2,0.7
1735,1735,8,B4 LM,CROSS H CATTLE,2752.0,22.444000000000006,4.6,6.4,23.541903978909552,4.177,2,0.6
1736,1736,6,B4 LM,CROSS H CATTLE,2752.5,23.628,5.5,3.25,24.245775971049994,4.305,2,0.5
1737,1737,6,B4 LM,CROSS H CATTLE,2753.0,25.698,4.7,2.95,23.155344035423166,4.388,2,0.4
1738,1738,6,B4 LM,CROSS H CATTLE,2753.5,38.392,3.7,4.35,21.031395961847586,4.1930000000000005,2,0.3
1739,1739,6,B4 LM,CROSS H CATTLE,2754.0,54.121,0.4,8.7,19.10564095691805,3.4960000000000004,2,0.2
1740,1740,3,B5 SH,CROSS H CATTLE,2754.5,64.146,-18.7,23.45,17.52259599978473,2.502,2,0.1
1741,1741,2,B5 SH,CROSS H CATTLE,2757.0,74.567,-8.1,17.75,11.881808977678025,2.736,1,0.8079999999999999
1742,1742,2,B5 SH,CROSS H CATTLE,2757.5,79.038,5.4,10.2,12.229008982584368,3.13,1,0.769
1743,1743,2,B5 SH,CROSS H CATTLE,2758.0,83.075,2.7,13.35,12.60249999680252,2.9410000000000003,1,0.731
1744,1744,2,B5 SH,CROSS H CATTLE,2758.5,86.756,-12.8,25.1,12.630915972702985,2.358,1,0.6920000000000001
1745,1745,3,B5 SH,CROSS H CATTLE,2759.0,89.346,-18.1,33.55,12.075625004107787,2.155,1,0.654
1746,1746,3,B5 SH,CROSS H CATTLE,2759.5,85.94200000000002,-16.5,39.85,11.21580102376619,2.099,1,0.615
1747,1747,3,B5 SH,CROSS H CATTLE,2760.0,86.52799999999998,-16.5,41.35,10.336224987612514,2.15,1,0.5770000000000001
1748,1748,3,B5 SH,CROSS H CATTLE,2760.5,91.581,-18.6,38.7,9.821955994003567,2.311,1,0.5379999999999999
1749,1749,3,B5 SH,CROSS H CATTLE,2761.0,104.216,-14.3,33.35,9.809423982567065,2.7,1,0.5
1750,1750,3,B5 SH,CROSS H CATTLE,2761.5,103.144,-10.7,31.05,10.259209015882876,2.907,1,0.462
1751,1751,3,B5 SH,CROSS H CATTLE,2762.0,99.94,-3.3,28.45,11.282881008227056,3.141,1,0.423
1752,1752,3,B5 SH,CROSS H CATTLE,2762.5,95.45,1.7,24.85,12.74489999341511,3.388,1,0.385
1753,1753,3,B5 SH,CROSS H CATTLE,2763.0,81.581,-0.6,23.3,14.53134400225593,3.44,1,0.34600000000000003
1754,1754,3,B5 SH,CROSS H CATTLE,2763.5,76.264,5.5,18.85,15.264648984198486,3.708,1,0.269
1755,1755,3,B5 SH,CROSS H CATTLE,2764.0,75.003,5.7,17.85,12.027024010846189,3.662,1,0.231
1756,1756,3,B5 SH,CROSS H CATTLE,2764.5,74.70100000000002,7.9,16.65,8.608356019533508,3.628,1,0.192
1757,1757,3,B5 SH,CROSS H CATTLE,2765.0,77.666,5.2,18.1,5.875775986626153,3.201,1,0.154
1758,1758,5,B5 SH,CROSS H CATTLE,2765.5,75.264,-10.6,27.6,4.490161005980177,2.605,1,0.115
1759,1759,5,B5 SH,CROSS H CATTLE,2766.0,72.4,-14.8,32.3,3.7986009979424233,2.436,1,0.077
1760,1760,3,B5 SH,CROSS H CATTLE,2766.5,70.61,-15.2,35.2,3.444736001858527,2.4530000000000003,1,0.038
1761,1761,7,B5 LM,CROSS H CATTLE,2767.0,57.971,-14.6,33.6,3.232803994086492,2.572,2,1.0
1762,1762,7,B5 LM,CROSS H CATTLE,2767.5,46.746,-9.0,25.7,3.0450249958604707,3.0460000000000003,2,0.95
1763,1763,8,B5 LM,CROSS H CATTLE,2768.0,43.44600000000001,0.9,17.15,3.0415360056510625,3.804,2,0.9
1764,1764,8,B5 LM,CROSS H CATTLE,2768.5,42.124,5.2,14.1,3.367225006387061,4.125,2,0.85
1765,1765,8,B5 LM,CROSS H CATTLE,2769.0,46.923,6.1,13.05,4.1984009922431555,4.369,2,0.8
1766,1766,8,B5 LM,CROSS H CATTLE,2769.5,64.814,5.2,13.0,5.750404006280643,4.438,2,0.75
1767,1767,8,B5 LM,CROSS H CATTLE,2770.0,79.274,5.0,12.4,8.162448985612896,4.31,2,0.7
1768,1768,8,B5 LM,CROSS H CATTLE,2770.5,88.073,4.7,12.05,11.451455980646656,4.357,2,0.65
1769,1769,8,B5 LM,CROSS H CATTLE,2771.0,91.345,4.8,11.6,14.258176024555281,4.317,2,0.6
1770,1770,8,B5 LM,CROSS H CATTLE,2771.5,91.434,4.8,11.3,15.69744398535935,4.397,2,0.55
1771,1771,8,B5 LM,CROSS H CATTLE,2772.0,88.00200000000002,4.8,10.5,15.999999975834836,4.498,2,0.5
1772,1772,8,B5 LM,CROSS H CATTLE,2772.5,85.405,4.0,10.1,15.776784012834934,4.544,2,0.45
1773,1773,8,B5 LM,CROSS H CATTLE,2773.0,84.348,4.4,10.3,15.570916006011002,4.503,2,0.4
1774,1774,8,B5 LM,CROSS H CATTLE,2773.5,89.329,5.0,10.8,15.217800978149485,4.455,2,0.35
1775,1775,8,B5 LM,CROSS H CATTLE,2774.0,85.469,5.2,11.3,14.53134400225593,4.376,2,0.3
1776,1776,8,B5 LM,CROSS H CATTLE,2774.5,84.193,4.7,11.05,13.483584029233647,4.28,2,0.25
1777,1777,8,B5 LM,CROSS H CATTLE,2775.0,89.404,5.2,10.4,12.180100002289667,4.126,2,0.2
1778,1778,8,B5 LM,CROSS H CATTLE,2775.5,89.947,6.4,9.8,11.022400015023123,3.921,2,0.15
1779,1779,8,B5 LM,CROSS H CATTLE,2776.0,97.878,7.8,10.3,10.20163600928029,3.823,2,0.1
1780,1780,8,B5 LM,CROSS H CATTLE,2776.5,106.475,9.7,11.55,9.734399999173233,3.77,2,0.05
1781,1781,8,B5 LM,CROSS H CATTLE,2777.0,110.121,4.0,16.6,9.498723983272557,3.3310000000000004,1,1.0
1782,1782,8,B5 LM,CROSS H CATTLE,2777.5,111.355,-11.5,27.45,9.467928989210462,2.72,1,0.984
1783,1783,5,B5 LM,CROSS H CATTLE,2778.0,104.598,-12.3,31.95,9.437183984377302,2.5580000000000003,1,0.968
1784,1784,3,C SH,CROSS H CATTLE,2778.5,101.945,-12.3,33.35,9.375843984359342,2.573,1,0.952
1785,1785,3,C SH,CROSS H CATTLE,2779.0,96.726,-12.6,33.3,9.272025001328199,2.552,1,0.935
1786,1786,3,C SH,CROSS H CATTLE,2779.5,93.814,-8.3,30.75,9.132483999873553,2.568,1,0.919
1787,1787,3,C SH,CROSS H CATTLE,2780.0,88.686,-6.3,30.35,9.048064003349902,2.68,1,0.903
1788,1788,3,C SH,CROSS H CATTLE,2780.5,88.001,-7.0,31.3,9.114360999030515,2.72,1,0.887
1789,1789,3,C SH,CROSS H CATTLE,2781.0,85.241,-7.9,32.85,9.40035602085047,2.622,1,0.871
1790,1790,3,C SH,CROSS H CATTLE,2781.5,80.347,-10.3,35.05,9.94771600032599,2.482,1,0.855
1791,1791,3,C SH,CROSS H CATTLE,2782.0,81.821,-12.4,37.9,10.67328897663115,2.337,1,0.8390000000000001
1792,1792,3,C SH,CROSS H CATTLE,2782.5,79.77600000000002,-18.2,41.1,11.363641025068256,2.116,1,0.823
1793,1793,3,C SH,CROSS H CATTLE,2788.0,75.107,-16.0,75.5,9.150625000485132,0.6459999999999999,1,0.645
1794,1794,3,C SH,CROSS H CATTLE,2793.5,88.53,-12.9,33.55,18.671040973239407,2.682,1,0.468
1795,1795,3,C SH,CROSS H CATTLE,2794.0,82.132,-6.3,28.75,18.14759999141549,3.064,1,0.452
1796,1796,3,C SH,CROSS H CATTLE,2794.5,79.53,-2.9,25.35,17.724100013413178,3.142,1,0.435
1797,1797,2,C SH,CROSS H CATTLE,2795.0,81.196,-1.4,22.2,17.480761036192458,3.235,1,0.419
1798,1798,3,C SH,CROSS H CATTLE,2795.5,81.671,1.3,17.95,17.27233600913621,3.343,1,0.403
1799,1799,2,C SH,CROSS H CATTLE,2796.0,81.994,7.7,13.35,17.16444897642131,3.624,1,0.387
1800,1800,2,C SH,CROSS H CATTLE,2796.5,77.9,10.1,12.15,17.297280970930515,3.645,1,0.371
1801,1801,2,C SH,CROSS H CATTLE,2797.0,77.672,1.7,17.95,17.598024986650856,3.391,1,0.355
1802,1802,2,C SH,CROSS H CATTLE,2797.5,78.003,1.1,20.15,17.74936898963161,3.366,1,0.339
1803,1803,2,C SH,CROSS H CATTLE,2798.0,79.786,0.7,20.85,17.530969008781298,3.395,1,0.32299999999999995
1804,1804,2,C SH,CROSS H CATTLE,2798.5,85.068,1.4,19.1,16.990883965321878,3.479,1,0.306
1805,1805,2,C SH,CROSS H CATTLE,2799.0,90.082,4.9,16.35,16.248960988547292,3.52,1,0.29
1806,1806,2,C SH,CROSS H CATTLE,2799.5,90.381,10.2,13.2,15.342889031946275,3.749,1,0.274
1807,1807,2,C SH,CROSS H CATTLE,2800.0,90.296,10.2,13.1,14.386849019691283,3.794,1,0.258
1808,1808,2,C SH,CROSS H CATTLE,2800.5,85.31700000000002,11.9,13.75,13.505624973864512,3.776,1,0.242
1809,1809,2,C SH,CROSS H CATTLE,2801.0,84.741,10.1,17.05,12.545764008431977,3.599,1,0.226
1810,1810,2,C SH,CROSS H CATTLE,2801.5,81.491,4.4,22.6,12.006225002884765,3.399,1,0.21
1811,1811,2,C SH,CROSS H CATTLE,2802.0,85.146,0.4,25.0,11.840481020669706,3.19,1,0.194
1812,1812,2,C SH,CROSS H CATTLE,2802.5,83.99700000000001,-3.9,27.25,11.916303997630868,2.934,1,0.177
1813,1813,2,C SH,CROSS H CATTLE,2803.0,84.214,-10.0,30.5,12.10344101406898,2.647,1,0.161
1814,1814,2,C SH,CROSS H CATTLE,2803.5,80.845,-11.6,31.7,11.888703991641114,2.526,1,0.145
1815,1815,2,C SH,CROSS H CATTLE,2804.0,84.819,-12.5,30.55,11.235904002160858,2.527,1,0.129
1816,1816,2,C SH,CROSS H CATTLE,2804.5,85.426,-14.0,27.2,10.478168980574337,2.603,1,0.113
1817,1817,2,C SH,CROSS H CATTLE,2805.0,90.567,-5.6,21.0,10.09968400598311,2.7260000000000004,1,0.097
1818,1818,2,C SH,CROSS H CATTLE,2805.5,99.422,-19.6,29.3,10.361961015002084,2.306,1,0.081
1819,1819,5,C LM,CROSS H CATTLE,2808.0,56.187,-15.0,25.7,20.38522503290172,2.893,2,1.0
1820,1820,8,C LM,CROSS H CATTLE,2808.5,35.522,1.4,11.7,26.26562503292565,3.941,2,0.985
1821,1821,8,C LM,CROSS H CATTLE,2809.0,23.688,-2.2,9.4,35.904064051023596,4.449,2,0.971
1822,1822,8,C LM,CROSS H CATTLE,2809.5,21.307,1.3,6.05,54.28742395280132,4.6110000000000015,2,0.956
1823,1823,8,C LM,CROSS H CATTLE,2810.0,26.405,3.7,4.55,84.4560998498279,4.69,2,0.941
1824,1824,6,C LM,CROSS H CATTLE,2810.5,27.73,2.6,5.3,121.63884115564642,4.753,2,0.926
1825,1825,8,C LM,CROSS H CATTLE,2811.0,28.403,1.8,5.8,152.30028078006566,4.695,2,0.912
1826,1826,8,C LM,CROSS H CATTLE,2811.5,30.292,0.7,5.85,164.01924935983538,4.6080000000000005,2,0.897
1827,1827,8,C LM,CROSS H CATTLE,2812.0,30.956,-0.3,5.75,163.89120410583695,4.557,2,0.882
1828,1828,8,C LM,CROSS H CATTLE,2812.5,33.036,-0.6,5.6,164.30112381231842,4.609,2,0.868
1829,1829,8,C LM,CROSS H CATTLE,2813.0,33.698,-0.3,5.25,166.9264002620851,4.643,2,0.853
1830,1830,8,C LM,CROSS H CATTLE,2813.5,29.775,0.1,4.75,163.66084908541254,4.66,2,0.838
1831,1831,8,C LM,CROSS H CATTLE,2814.0,24.094,-0.2,4.6,150.79840013531486,4.665,2,0.8240000000000001
1832,1832,8,C LM,CROSS H CATTLE,2814.5,18.243,0.2,4.4,130.9193637409619,4.725,2,0.809
1833,1833,8,C LM,CROSS H CATTLE,2815.0,13.893,0.7,4.15,111.87292881799115,4.748,2,0.794
1834,1834,8,C LM,CROSS H CATTLE,2815.5,16.598,1.2,4.4,98.922916047284,4.735,2,0.779
1835,1835,8,C LM,CROSS H CATTLE,2816.0,20.988000000000003,1.8,5.3,90.68752886213053,4.724,2,0.765
1836,1836,8,C LM,CROSS H CATTLE,2816.5,27.037,1.3,6.95,85.19289998983395,4.681,2,0.75
1837,1837,8,C LM,CROSS H CATTLE,2817.0,37.72,0.0,8.1,78.5882250228234,4.598,2,0.735
1838,1838,8,C LM,CROSS H CATTLE,2817.5,43.20399999999999,-1.0,8.2,71.55468101329414,4.552,2,0.721
1839,1839,5,C LM,CROSS H CATTLE,2818.0,51.049,-0.9,7.35,66.52033596749688,4.4460000000000015,2,0.706
1840,1840,5,C LM,CROSS H CATTLE,2818.5,57.093,0.9,6.15,64.7059360224368,4.276,2,0.691
1841,1841,5,C LM,CROSS H CATTLE,2819.0,61.927,3.0,5.4,67.20720400604056,4.098,2,0.6759999999999999
1842,1842,5,C LM,CROSS H CATTLE,2819.5,65.863,4.6,5.8,71.8086761107912,3.984,2,0.662
1843,1843,5,C LM,CROSS H CATTLE,2820.0,68.904,6.1,6.55,75.75961587645786,3.895,2,0.647
1844,1844,5,C LM,CROSS H CATTLE,2820.5,74.014,7.0,7.0,77.88062497853096,3.859,2,0.632
1845,1845,5,C LM,CROSS H CATTLE,2821.0,86.50299999999999,6.9,7.05,77.96890015167828,3.878,2,0.618
1846,1846,5,C LM,CROSS H CATTLE,2821.5,109.964,6.1,6.95,79.19220108369815,3.918,2,0.603
1847,1847,4,C LM,CROSS H CATTLE,2822.0,149.908,5.8,6.6,82.55539581804233,3.962,2,0.588
1848,1848,4,C LM,CROSS H CATTLE,2822.5,174.17,5.3,6.55,87.92812899675154,4.045,2,0.574
1849,1849,4,C LM,CROSS H CATTLE,2823.0,184.021,5.1,6.55,95.94202485386265,4.087,2,0.5589999999999999
1850,1850,4,C LM,CROSS H CATTLE,2823.5,179.77700000000004,5.1,6.55,105.61672922970689,4.129,2,0.544
1851,1851,4,C LM,CROSS H CATTLE,2824.0,158.33100000000005,5.3,6.55,116.27308888782521,4.214,2,0.529
1852,1852,4,C LM,CROSS H CATTLE,2824.5,127.469,5.3,6.45,128.32358379571158,4.271,2,0.515
1853,1853,4,C LM,CROSS H CATTLE,2825.0,98.578,5.2,6.0,138.03900112564793,4.296,2,0.5
1854,1854,4,C LM,CROSS H CATTLE,2825.5,78.954,4.5,5.75,147.98722481814863,4.253,2,0.485
1855,1855,4,C LM,CROSS H CATTLE,2826.0,67.02600000000001,3.5,5.35,154.13222507766469,4.346,2,0.471
1856,1856,4,C LM,CROSS H CATTLE,2826.5,59.712,2.6,5.0,156.0000997312183,4.364,2,0.456
1857,1857,4,C LM,CROSS H CATTLE,2827.0,62.048,2.6,4.9,153.06638376657955,4.394,2,0.441
1858,1858,4,C LM,CROSS H CATTLE,2827.5,73.528,3.0,5.2,145.87808381707197,4.398,2,0.426
1859,1859,5,C LM,CROSS H CATTLE,2828.0,83.486,3.6,5.7,135.6759040193929,4.386,2,0.412
1860,1860,4,C LM,CROSS H CATTLE,2828.5,82.963,4.4,6.2,123.18780077583928,4.33,2,0.397
1861,1861,4,C LM,CROSS H CATTLE,2829.0,78.22,4.2,7.1,109.62090016212777,4.343,2,0.382
1862,1862,6,C LM,CROSS H CATTLE,2829.5,65.96600000000001,3.6,7.5,98.48577618133967,4.419,2,0.368
1863,1863,6,C LM,CROSS H CATTLE,2830.0,46.37600000000001,2.1,7.75,93.045316177453,4.476,2,0.353
1864,1864,8,C LM,CROSS H CATTLE,2830.5,32.286,0.6,8.3,94.9065638969624,4.5139999999999985,2,0.338
1865,1865,8,C LM,CROSS H CATTLE,2831.0,31.293000000000006,-0.1,8.65,100.10002501280128,4.64,2,0.324
1866,1866,8,C LM,CROSS H CATTLE,2831.5,36.538,-0.7,8.45,102.61689982974286,4.698,2,0.309
1867,1867,8,C LM,CROSS H CATTLE,2832.0,50.142,-0.5,7.55,96.21648120647916,4.586,2,0.294
1868,1868,6,C LM,CROSS H CATTLE,2832.5,58.872,0.7,6.75,79.9772490912326,4.493,2,0.279
1869,1869,5,C LM,CROSS H CATTLE,2833.0,62.932,2.1,6.45,60.94924889763889,4.454,2,0.265
1870,1870,5,C LM,CROSS H CATTLE,2833.5,67.306,3.0,6.5,46.9362011038849,4.409,2,0.25
1871,1871,8,C LM,CROSS H CATTLE,2834.0,67.73100000000001,-2.8,10.5,38.800441022488805,3.691,2,0.235
1872,1872,2,C LM,CROSS H CATTLE,2837.0,78.04899999999998,-12.1,21.45,17.288964000362228,2.608,2,0.147
1873,1873,2,C LM,CROSS H CATTLE,2837.5,75.925,-6.9,19.25,18.326961013984086,2.826,2,0.132
1874,1874,3,C LM,CROSS H CATTLE,2838.0,77.553,-8.4,22.6,21.520321047693205,2.84,2,0.118
1875,1875,2,C LM,CROSS H CATTLE,2838.5,71.921,-6.1,23.35,26.419600000574796,2.899,2,0.103
1876,1876,3,C LM,CROSS H CATTLE,2839.0,61.93899999999999,-6.5,22.85,30.935844067223346,2.917,2,0.08800000000000001
1877,1877,3,C LM,CROSS H CATTLE,2839.5,51.987,-3.8,18.7,33.988900037720235,3.022,2,0.07400000000000001
1878,1878,3,C LM,CROSS H CATTLE,2840.0,41.019,1.1,13.45,35.11747597670683,3.298,2,0.059
1879,1879,8,C LM,CROSS H CATTLE,2840.5,34.314,3.1,9.25,35.56929603587981,3.5210000000000004,2,0.044
1880,1880,8,C LM,CROSS H CATTLE,2841.0,36.958,5.0,7.1,36.74784399465177,3.59,2,0.029
1881,1881,8,C LM,CROSS H CATTLE,2841.5,40.572,6.8,7.3,38.663524052138456,3.518,2,0.015
1882,1882,2,A1 SH,NOLAN,2853.5,106.813,9.339,15.222,11.641260294104908,3.5,1,1.0
1883,1883,3,A1 SH,NOLAN,2854.0,100.938,8.857000000000003,15.313,12.133888504649775,3.4160000000000004,1,0.977
1884,1884,3,A1 SH,NOLAN,2854.5,94.375,7.097,14.583,12.764388088113435,3.195,1,0.955
1885,1885,3,A1 SH,NOLAN,2855.0,89.81299999999997,7.081,14.11,12.823305826560219,2.963,1,0.932
1886,1886,3,A1 SH,NOLAN,2855.5,91.563,6.733,13.189,13.182567385564074,2.979,1,0.909
1887,1887,3,A1 SH,NOLAN,2856.0,87.18799999999997,6.5779999999999985,12.806,13.614446824659511,3.16,1,0.8859999999999999
1888,1888,3,A1 SH,NOLAN,2856.5,84.18799999999997,5.569,12.253,13.740419750125149,3.2230000000000003,1,0.8640000000000001
1889,1889,3,A1 SH,NOLAN,2857.0,84.625,4.8610000000000015,12.229,13.614446824659511,3.361,1,0.841
1890,1890,3,A1 SH,NOLAN,2857.5,90.313,5.634,13.458,14.52111617587742,3.395,1,0.818
1891,1891,3,A1 SH,NOLAN,2858.0,91.563,6.443,17.922,14.321878992735432,3.076,1,0.795
1892,1892,3,A1 SH,NOLAN,2858.5,85.625,6.897,19.177,13.182567385564074,3.135,1,0.773
1893,1893,3,A1 SH,NOLAN,2859.0,74.188,4.634,17.827,11.641260294104908,3.002,1,0.75
1894,1894,3,A1 SH,NOLAN,2859.5,65.875,3.571,13.226,9.954054173515269,3.16,1,0.727
1895,1895,3,A1 SH,NOLAN,2860.0,63.625,2.563,13.013,8.590135215053959,2.773,1,0.705
